alert_id,alert_type,severity,related_sku,related_location,related_supplier,message,created_at,resolved,resolved_at
ALT-300018,CAPACITY_WARNING,MEDIUM,,LOC-009,,Capacity Warning — review required (18),2026-07-19T06:37:46,true,2026-07-20T08:37:46.555489
ALT-300019,LOW_STOCK,MEDIUM,SKU-00086,LOC-009,,Low Stock — review required (19),2026-07-17T08:37:46,false,
ALT-300020,SUPPLIER_RISK,MEDIUM,,,SUP-045,Supplier Risk — review required (20),2026-07-30T03:37:46,false,
ALT-300021,LOW_STOCK,CRITICAL,SKU-00036,LOC-007,,Low Stock — review required (21),2026-07-10T14:37:46,true,2026-07-11T17:37:46.555489
ALT-300022,AUDIT_DUE,LOW,,,SUP-037,Audit Due — review required (22),2026-07-15T14:37:46,false,
ALT-300023,CAPACITY_WARNING,MEDIUM,,LOC-014,,Capacity Warning — review required (23),2026-07-18T21:37:46,false,
ALT-300024,EXPIRY_WARNING,CRITICAL,SKU-00318,,,Expiry Warning — review required (24),2026-07-04T21:37:46,true,2026-07-06T15:37:46.555489
ALT-300025,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (25),2026-07-07T07:37:46,true,2026-07-09T00:37:46.555489
ALT-300026,SUPPLIER_RISK,HIGH,,,SUP-127,Supplier Risk — review required (26),2026-07-19T00:37:46,true,2026-07-19T10:37:46.555489
ALT-300027,CAPACITY_WARNING,LOW,,LOC-005,,Capacity Warning — review required (27),2026-07-13T18:37:46,false,
ALT-300028,LOW_STOCK,MEDIUM,SKU-00171,LOC-019,,Low Stock — review required (28),2026-07-27T02:37:46,false,
ALT-300029,EXPIRY_WARNING,MEDIUM,SKU-00199,,,Expiry Warning — review required (29),2026-07-17T14:37:46,false,
ALT-300030,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (30),2026-07-13T14:37:46,false,
ALT-300031,AUDIT_DUE,LOW,,,SUP-068,Audit Due — review required (31),2026-07-07T00:37:46,false,
ALT-300032,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (32),2026-07-02T05:37:46,true,2026-07-03T23:37:46.555489
ALT-300033,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (33),2026-07-04T01:37:46,false,
ALT-300034,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (34),2026-07-09T16:37:46,false,
ALT-300035,EXPIRY_WARNING,MEDIUM,SKU-00241,,,Expiry Warning — review required (35),2026-07-17T06:37:46,true,2026-07-17T15:37:46.555489
ALT-300036,SUPPLIER_RISK,HIGH,,,SUP-096,Supplier Risk — review required (36),2026-07-16T01:37:46,false,
ALT-300037,AUDIT_DUE,LOW,,,SUP-193,Audit Due — review required (37),2026-07-22T10:37:46,true,2026-07-23T07:37:46.555489
ALT-300038,EXPIRY_WARNING,LOW,SKU-00262,,,Expiry Warning — review required (38),2026-07-19T13:37:46,false,
ALT-300039,SUPPLIER_RISK,LOW,,,SUP-095,Supplier Risk — review required (39),2026-07-05T04:37:46,false,
ALT-300040,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (40),2026-07-30T05:37:46,true,2026-07-31T13:37:46.555489
ALT-300041,LOW_STOCK,MEDIUM,SKU-00127,LOC-013,,Low Stock — review required (41),2026-07-05T16:37:46,true,2026-07-05T19:37:46.555489
ALT-300042,SUPPLIER_RISK,HIGH,,,SUP-030,Supplier Risk — review required (42),2026-07-03T14:37:46,true,2026-07-05T10:37:46.555489
ALT-300043,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (43),2026-07-04T13:37:46,false,
ALT-300044,EXPIRY_WARNING,MEDIUM,SKU-00078,,,Expiry Warning — review required (44),2026-07-04T19:37:46,false,
ALT-300045,EXPIRY_WARNING,LOW,SKU-00410,,,Expiry Warning — review required (45),2026-07-19T02:37:46,false,
ALT-300046,CAPACITY_WARNING,HIGH,,LOC-016,,Capacity Warning — review required (46),2026-07-23T12:37:46,false,
ALT-300047,SUPPLIER_RISK,HIGH,,,SUP-015,Supplier Risk — review required (47),2026-07-26T02:37:46,true,2026-07-26T13:37:46.555489
ALT-300048,EXPIRY_WARNING,LOW,SKU-00081,,,Expiry Warning — review required (48),2026-07-18T00:37:46,false,
ALT-300049,LOW_STOCK,MEDIUM,SKU-00311,LOC-017,,Low Stock — review required (49),2026-07-07T12:37:46,true,2026-07-08T15:37:46.555489
ALT-300050,SUPPLIER_RISK,MEDIUM,,,SUP-067,Supplier Risk — review required (50),2026-07-27T02:37:46,false,
ALT-300051,SUPPLIER_RISK,LOW,,,SUP-014,Supplier Risk — review required (51),2026-07-03T22:37:46,false,
ALT-300052,LOW_STOCK,CRITICAL,SKU-00136,LOC-013,,Low Stock — review required (52),2026-07-19T12:37:46,false,
ALT-300053,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (53),2026-07-27T11:37:46,true,2026-07-29T09:37:46.555489
ALT-300054,EXPIRY_WARNING,CRITICAL,SKU-00417,,,Expiry Warning — review required (54),2026-07-19T00:37:46,false,
ALT-300055,AUDIT_DUE,CRITICAL,,,SUP-162,Audit Due — review required (55),2026-07-28T13:37:46,true,2026-07-29T10:37:46.555489
ALT-300056,LOW_STOCK,MEDIUM,SKU-00299,LOC-004,,Low Stock — review required (56),2026-07-18T16:37:46,false,
ALT-300057,LOW_STOCK,LOW,SKU-00496,LOC-004,,Low Stock — review required (57),2026-07-11T05:37:46,false,
ALT-300058,CAPACITY_WARNING,LOW,,LOC-012,,Capacity Warning — review required (58),2026-07-10T23:37:46,false,
ALT-300059,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (59),2026-07-19T20:37:46,false,
ALT-300060,CAPACITY_WARNING,HIGH,,LOC-020,,Capacity Warning — review required (60),2026-07-06T09:37:46,false,
ALT-300061,SUPPLIER_RISK,MEDIUM,,,SUP-199,Supplier Risk — review required (61),2026-07-12T09:37:46,false,
ALT-300062,EXPIRY_WARNING,CRITICAL,SKU-00053,,,Expiry Warning — review required (62),2026-07-23T09:37:46,true,2026-07-24T19:37:46.555489
ALT-300063,EXPIRY_WARNING,HIGH,SKU-00481,,,Expiry Warning — review required (63),2026-07-19T00:37:46,false,
ALT-300064,SUPPLIER_RISK,HIGH,,,SUP-035,Supplier Risk — review required (64),2026-07-03T11:37:46,false,
ALT-300065,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (65),2026-07-24T23:37:46,false,
ALT-300066,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (66),2026-07-11T20:37:46,false,
ALT-300067,SUPPLIER_RISK,MEDIUM,,,SUP-042,Supplier Risk — review required (67),2026-07-11T15:37:46,true,2026-07-12T09:37:46.555489
ALT-300068,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (68),2026-07-28T20:37:46,false,
ALT-300069,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (69),2026-07-27T08:37:46,false,
ALT-300070,LOW_STOCK,LOW,SKU-00346,LOC-006,,Low Stock — review required (70),2026-07-13T16:37:46,true,2026-07-14T13:37:46.555489
ALT-300071,CAPACITY_WARNING,MEDIUM,,LOC-014,,Capacity Warning — review required (71),2026-07-27T06:37:46,false,
ALT-300072,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (72),2026-07-04T00:37:46,false,
ALT-300073,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (73),2026-07-02T16:37:46,false,
ALT-300074,CAPACITY_WARNING,MEDIUM,,LOC-015,,Capacity Warning — review required (74),2026-07-24T10:37:46,false,
ALT-300075,AUDIT_DUE,LOW,,,SUP-004,Audit Due — review required (75),2026-07-18T16:37:46,true,2026-07-20T14:37:46.555489
ALT-300076,LOW_STOCK,HIGH,SKU-00047,LOC-019,,Low Stock — review required (76),2026-07-11T18:37:46,true,2026-07-12T19:37:46.555489
ALT-300077,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (77),2026-07-25T12:37:46,false,
ALT-300078,AUDIT_DUE,CRITICAL,,,SUP-116,Audit Due — review required (78),2026-07-26T11:37:46,false,
ALT-300079,LOW_STOCK,LOW,SKU-00034,LOC-004,,Low Stock — review required (79),2026-07-16T10:37:46,false,
ALT-300080,LOW_STOCK,HIGH,SKU-00491,LOC-003,,Low Stock — review required (80),2026-07-21T16:37:46,true,2026-07-23T01:37:46.555489
ALT-300081,LOW_STOCK,LOW,SKU-00189,LOC-017,,Low Stock — review required (81),2026-07-15T23:37:46,false,
ALT-300082,AUDIT_DUE,LOW,,,SUP-012,Audit Due — review required (82),2026-07-23T03:37:46,false,
ALT-300083,AUDIT_DUE,HIGH,,,SUP-062,Audit Due — review required (83),2026-07-08T16:37:46,false,
ALT-300084,LOW_STOCK,CRITICAL,SKU-00472,LOC-007,,Low Stock — review required (84),2026-07-07T16:37:46,false,
ALT-300085,SUPPLIER_RISK,LOW,,,SUP-081,Supplier Risk — review required (85),2026-07-13T00:37:46,false,
ALT-300086,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (86),2026-07-03T12:37:46,false,
ALT-300087,EXPIRY_WARNING,HIGH,SKU-00444,,,Expiry Warning — review required (87),2026-07-08T03:37:46,false,
ALT-300088,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (88),2026-07-30T04:37:46,false,
ALT-300089,LOW_STOCK,CRITICAL,SKU-00214,LOC-016,,Low Stock — review required (89),2026-07-07T23:37:46,false,
ALT-300090,AUDIT_DUE,MEDIUM,,,SUP-029,Audit Due — review required (90),2026-07-17T20:37:46,false,
ALT-300091,CAPACITY_WARNING,MEDIUM,,LOC-003,,Capacity Warning — review required (91),2026-07-04T15:37:46,true,2026-07-04T23:37:46.555489
ALT-300092,CAPACITY_WARNING,MEDIUM,,LOC-017,,Capacity Warning — review required (92),2026-07-07T02:37:46,false,
ALT-300093,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (93),2026-07-31T11:37:46,false,
ALT-300094,LOW_STOCK,MEDIUM,SKU-00055,LOC-017,,Low Stock — review required (94),2026-07-08T16:37:46,false,
ALT-300095,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (95),2026-07-14T13:37:46,false,
ALT-300096,CAPACITY_WARNING,CRITICAL,,LOC-013,,Capacity Warning — review required (96),2026-07-17T07:37:46,false,
ALT-300097,AUDIT_DUE,MEDIUM,,,SUP-180,Audit Due — review required (97),2026-07-09T12:37:46,true,2026-07-10T23:37:46.555489
ALT-300098,SUPPLIER_RISK,CRITICAL,,,SUP-059,Supplier Risk — review required (98),2026-07-17T03:37:46,false,
ALT-300099,SUPPLIER_RISK,HIGH,,,SUP-199,Supplier Risk — review required (99),2026-07-10T09:37:46,true,2026-07-10T20:37:46.555489
ALT-300100,CAPACITY_WARNING,LOW,,LOC-018,,Capacity Warning — review required (100),2026-07-15T17:37:46,false,
ALT-300101,EXPIRY_WARNING,HIGH,SKU-00309,,,Expiry Warning — review required (101),2026-07-14T20:37:46,false,
ALT-300102,AUDIT_DUE,CRITICAL,,,SUP-118,Audit Due — review required (102),2026-07-26T06:37:46,true,2026-07-27T00:37:46.555489
ALT-300103,CAPACITY_WARNING,HIGH,,LOC-007,,Capacity Warning — review required (103),2026-07-28T05:37:46,false,
ALT-300104,EXPIRY_WARNING,HIGH,SKU-00252,,,Expiry Warning — review required (104),2026-07-21T15:37:46,false,
ALT-300105,AUDIT_DUE,HIGH,,,SUP-039,Audit Due — review required (105),2026-07-10T12:37:46,false,
ALT-300106,CAPACITY_WARNING,HIGH,,LOC-016,,Capacity Warning — review required (106),2026-07-08T17:37:46,false,
ALT-300107,CAPACITY_WARNING,MEDIUM,,LOC-003,,Capacity Warning — review required (107),2026-07-18T11:37:46,false,
ALT-300108,SUPPLIER_RISK,MEDIUM,,,SUP-067,Supplier Risk — review required (108),2026-07-19T05:37:46,true,2026-07-19T08:37:46.555489
ALT-300109,SHIPMENT_DELAY,LOW,,,,Shipment Delay — review required (109),2026-07-26T16:37:46,true,2026-07-28T09:37:46.555489
ALT-300110,LOW_STOCK,MEDIUM,SKU-00242,LOC-006,,Low Stock — review required (110),2026-07-22T07:37:46,false,
ALT-300111,LOW_STOCK,CRITICAL,SKU-00495,LOC-008,,Low Stock — review required (111),2026-07-25T22:37:46,false,
ALT-300112,CAPACITY_WARNING,CRITICAL,,LOC-018,,Capacity Warning — review required (112),2026-07-11T10:37:46,false,
ALT-300113,AUDIT_DUE,MEDIUM,,,SUP-193,Audit Due — review required (113),2026-07-20T07:37:46,false,
ALT-300114,LOW_STOCK,LOW,SKU-00293,LOC-013,,Low Stock — review required (114),2026-07-18T22:37:46,true,2026-07-20T02:37:46.555489
ALT-300115,EXPIRY_WARNING,HIGH,SKU-00117,,,Expiry Warning — review required (115),2026-07-22T11:37:46,true,2026-07-22T14:37:46.555489
ALT-300116,AUDIT_DUE,MEDIUM,,,SUP-075,Audit Due — review required (116),2026-07-17T10:37:46,true,2026-07-18T19:37:46.555489
ALT-300117,EXPIRY_WARNING,CRITICAL,SKU-00208,,,Expiry Warning — review required (117),2026-07-18T17:37:46,true,2026-07-20T07:37:46.555489
ALT-300118,SUPPLIER_RISK,HIGH,,,SUP-177,Supplier Risk — review required (118),2026-07-22T23:37:46,false,
ALT-300119,AUDIT_DUE,MEDIUM,,,SUP-189,Audit Due — review required (119),2026-07-25T16:37:46,false,
ALT-300120,EXPIRY_WARNING,LOW,SKU-00091,,,Expiry Warning — review required (120),2026-07-12T06:37:46,true,2026-07-12T14:37:46.555489
ALT-300121,AUDIT_DUE,HIGH,,,SUP-083,Audit Due — review required (121),2026-07-15T22:37:46,false,
ALT-300122,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (122),2026-07-30T00:37:46,true,2026-07-30T07:37:46.555489
ALT-300123,EXPIRY_WARNING,CRITICAL,SKU-00090,,,Expiry Warning — review required (123),2026-07-08T13:37:46,false,
ALT-300124,CAPACITY_WARNING,CRITICAL,,LOC-002,,Capacity Warning — review required (124),2026-07-03T21:37:46,false,
ALT-300125,LOW_STOCK,HIGH,SKU-00235,LOC-002,,Low Stock — review required (125),2026-07-22T11:37:46,true,2026-07-23T00:37:46.555489
ALT-300126,LOW_STOCK,LOW,SKU-00461,LOC-011,,Low Stock — review required (126),2026-07-24T08:37:46,true,2026-07-25T13:37:46.555489
ALT-300127,AUDIT_DUE,LOW,,,SUP-060,Audit Due — review required (127),2026-07-18T21:37:46,true,2026-07-19T07:37:46.555489
ALT-300128,EXPIRY_WARNING,MEDIUM,SKU-00169,,,Expiry Warning — review required (128),2026-07-03T13:37:46,false,
ALT-300129,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (129),2026-07-19T04:37:46,false,
ALT-300130,AUDIT_DUE,LOW,,,SUP-097,Audit Due — review required (130),2026-07-19T03:37:46,false,
ALT-300131,AUDIT_DUE,MEDIUM,,,SUP-144,Audit Due — review required (131),2026-07-13T01:37:46,true,2026-07-13T21:37:46.555489
ALT-300132,LOW_STOCK,HIGH,SKU-00492,LOC-003,,Low Stock — review required (132),2026-07-21T11:37:46,true,2026-07-22T11:37:46.555489
ALT-300133,SUPPLIER_RISK,HIGH,,,SUP-009,Supplier Risk — review required (133),2026-07-20T13:37:46,true,2026-07-21T22:37:46.555489
ALT-300134,EXPIRY_WARNING,CRITICAL,SKU-00445,,,Expiry Warning — review required (134),2026-07-05T06:37:46,false,
ALT-300135,SHIPMENT_DELAY,LOW,,,,Shipment Delay — review required (135),2026-07-11T07:37:46,false,
ALT-300136,EXPIRY_WARNING,CRITICAL,SKU-00206,,,Expiry Warning — review required (136),2026-07-05T13:37:46,false,
ALT-300137,EXPIRY_WARNING,MEDIUM,SKU-00321,,,Expiry Warning — review required (137),2026-07-05T17:37:46,false,
ALT-300138,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (138),2026-07-23T12:37:46,false,
ALT-300139,EXPIRY_WARNING,LOW,SKU-00174,,,Expiry Warning — review required (139),2026-07-14T11:37:46,false,
ALT-300140,CAPACITY_WARNING,MEDIUM,,LOC-008,,Capacity Warning — review required (140),2026-07-21T22:37:46,true,2026-07-22T04:37:46.555489
ALT-300141,CAPACITY_WARNING,CRITICAL,,LOC-018,,Capacity Warning — review required (141),2026-07-28T12:37:46,true,2026-07-29T19:37:46.555489
ALT-300142,SUPPLIER_RISK,CRITICAL,,,SUP-166,Supplier Risk — review required (142),2026-07-31T06:37:46,false,
ALT-300143,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (143),2026-07-12T19:37:46,true,2026-07-12T23:37:46.555489
ALT-300144,SUPPLIER_RISK,CRITICAL,,,SUP-032,Supplier Risk — review required (144),2026-07-03T22:37:46,true,2026-07-05T01:37:46.555489
ALT-300145,EXPIRY_WARNING,LOW,SKU-00487,,,Expiry Warning — review required (145),2026-07-16T06:37:46,false,
ALT-300146,AUDIT_DUE,LOW,,,SUP-149,Audit Due — review required (146),2026-07-27T02:37:46,false,
ALT-300147,EXPIRY_WARNING,MEDIUM,SKU-00321,,,Expiry Warning — review required (147),2026-07-28T15:37:46,false,
ALT-300148,EXPIRY_WARNING,CRITICAL,SKU-00297,,,Expiry Warning — review required (148),2026-07-06T07:37:46,true,2026-07-07T17:37:46.555489
ALT-300149,SUPPLIER_RISK,MEDIUM,,,SUP-175,Supplier Risk — review required (149),2026-07-27T21:37:46,false,
ALT-300150,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (150),2026-07-25T17:37:46,true,2026-07-26T14:37:46.555489
ALT-300151,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (151),2026-07-16T00:37:46,true,2026-07-17T02:37:46.555489
ALT-300152,CAPACITY_WARNING,CRITICAL,,LOC-004,,Capacity Warning — review required (152),2026-07-10T18:37:46,false,
ALT-300153,AUDIT_DUE,CRITICAL,,,SUP-086,Audit Due — review required (153),2026-07-21T00:37:46,false,
ALT-300154,CAPACITY_WARNING,CRITICAL,,LOC-009,,Capacity Warning — review required (154),2026-07-08T04:37:46,true,2026-07-09T01:37:46.555489
ALT-300155,EXPIRY_WARNING,HIGH,SKU-00459,,,Expiry Warning — review required (155),2026-07-02T06:37:46,false,
ALT-300156,EXPIRY_WARNING,MEDIUM,SKU-00341,,,Expiry Warning — review required (156),2026-07-13T08:37:46,false,
ALT-300157,SUPPLIER_RISK,CRITICAL,,,SUP-138,Supplier Risk — review required (157),2026-07-15T10:37:46,false,
ALT-300158,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (158),2026-07-20T23:37:46,false,
ALT-300159,CAPACITY_WARNING,LOW,,LOC-017,,Capacity Warning — review required (159),2026-07-27T12:37:46,false,
ALT-300160,AUDIT_DUE,CRITICAL,,,SUP-031,Audit Due — review required (160),2026-07-15T09:37:46,true,2026-07-17T08:37:46.555489
ALT-300161,SUPPLIER_RISK,LOW,,,SUP-103,Supplier Risk — review required (161),2026-07-23T22:37:46,false,
ALT-300162,EXPIRY_WARNING,CRITICAL,SKU-00366,,,Expiry Warning — review required (162),2026-07-19T11:37:46,false,
ALT-300163,SUPPLIER_RISK,HIGH,,,SUP-092,Supplier Risk — review required (163),2026-07-06T01:37:46,false,
ALT-300164,LOW_STOCK,LOW,SKU-00406,LOC-003,,Low Stock — review required (164),2026-07-20T19:37:46,false,
ALT-300165,LOW_STOCK,MEDIUM,SKU-00210,LOC-002,,Low Stock — review required (165),2026-07-06T15:37:46,true,2026-07-08T12:37:46.555489
ALT-300166,LOW_STOCK,LOW,SKU-00053,LOC-017,,Low Stock — review required (166),2026-07-27T09:37:46,true,2026-07-28T07:37:46.555489
ALT-300167,EXPIRY_WARNING,HIGH,SKU-00060,,,Expiry Warning — review required (167),2026-07-28T14:37:46,true,2026-07-29T13:37:46.555489
ALT-300168,CAPACITY_WARNING,MEDIUM,,LOC-015,,Capacity Warning — review required (168),2026-07-21T23:37:46,false,
ALT-300169,LOW_STOCK,LOW,SKU-00465,LOC-015,,Low Stock — review required (169),2026-07-15T15:37:46,true,2026-07-16T01:37:46.555489
ALT-300170,EXPIRY_WARNING,HIGH,SKU-00500,,,Expiry Warning — review required (170),2026-07-30T15:37:46,true,2026-07-30T17:37:46.555489
ALT-300171,CAPACITY_WARNING,CRITICAL,,LOC-002,,Capacity Warning — review required (171),2026-07-07T11:37:46,false,
ALT-300172,AUDIT_DUE,HIGH,,,SUP-136,Audit Due — review required (172),2026-07-29T18:37:46,true,2026-07-30T19:37:46.555489
ALT-300173,AUDIT_DUE,CRITICAL,,,SUP-079,Audit Due — review required (173),2026-07-24T15:37:46,true,2026-07-25T11:37:46.555489
ALT-300174,CAPACITY_WARNING,CRITICAL,,LOC-006,,Capacity Warning — review required (174),2026-07-07T04:37:46,false,
ALT-300175,CAPACITY_WARNING,CRITICAL,,LOC-011,,Capacity Warning — review required (175),2026-07-02T14:37:46,true,2026-07-02T16:37:46.555489
ALT-300176,SUPPLIER_RISK,LOW,,,SUP-194,Supplier Risk — review required (176),2026-07-16T17:37:46,false,
ALT-300177,AUDIT_DUE,LOW,,,SUP-055,Audit Due — review required (177),2026-07-24T19:37:46,false,
ALT-300178,AUDIT_DUE,HIGH,,,SUP-172,Audit Due — review required (178),2026-07-14T23:37:46,false,
ALT-300179,LOW_STOCK,MEDIUM,SKU-00362,LOC-008,,Low Stock — review required (179),2026-07-17T19:37:46,true,2026-07-18T20:37:46.555489
ALT-300180,CAPACITY_WARNING,HIGH,,LOC-002,,Capacity Warning — review required (180),2026-07-28T03:37:46,false,
ALT-300181,LOW_STOCK,HIGH,SKU-00032,LOC-019,,Low Stock — review required (181),2026-07-12T08:37:46,true,2026-07-13T08:37:46.555489
ALT-300182,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (182),2026-07-07T02:37:46,false,
ALT-300183,EXPIRY_WARNING,LOW,SKU-00004,,,Expiry Warning — review required (183),2026-07-03T11:37:46,true,2026-07-04T23:37:46.555489
ALT-300184,LOW_STOCK,HIGH,SKU-00126,LOC-002,,Low Stock — review required (184),2026-07-19T21:37:46,true,2026-07-20T23:37:46.555489
ALT-300185,CAPACITY_WARNING,MEDIUM,,LOC-003,,Capacity Warning — review required (185),2026-07-04T14:37:46,false,
ALT-300186,CAPACITY_WARNING,MEDIUM,,LOC-013,,Capacity Warning — review required (186),2026-07-06T10:37:46,false,
ALT-300187,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (187),2026-07-11T10:37:46,false,
ALT-300188,CAPACITY_WARNING,HIGH,,LOC-008,,Capacity Warning — review required (188),2026-07-16T18:37:46,false,
ALT-300189,LOW_STOCK,CRITICAL,SKU-00133,LOC-016,,Low Stock — review required (189),2026-07-16T18:37:46,true,2026-07-18T14:37:46.555489
ALT-300190,SHIPMENT_DELAY,LOW,,,,Shipment Delay — review required (190),2026-07-17T11:37:46,false,
ALT-300191,LOW_STOCK,LOW,SKU-00210,LOC-018,,Low Stock — review required (191),2026-07-10T10:37:46,true,2026-07-11T00:37:46.555489
ALT-300192,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (192),2026-07-29T04:37:46,true,2026-07-29T17:37:46.555489
ALT-300193,EXPIRY_WARNING,CRITICAL,SKU-00309,,,Expiry Warning — review required (193),2026-07-21T18:37:46,true,2026-07-21T21:37:46.555489
ALT-300194,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (194),2026-07-08T17:37:46,true,2026-07-10T16:37:46.555489
ALT-300195,LOW_STOCK,LOW,SKU-00450,LOC-007,,Low Stock — review required (195),2026-07-24T16:37:46,true,2026-07-25T00:37:46.555489
ALT-300196,AUDIT_DUE,MEDIUM,,,SUP-046,Audit Due — review required (196),2026-07-26T07:37:46,false,
ALT-300197,EXPIRY_WARNING,LOW,SKU-00341,,,Expiry Warning — review required (197),2026-07-20T05:37:46,false,
ALT-300198,SUPPLIER_RISK,CRITICAL,,,SUP-114,Supplier Risk — review required (198),2026-07-29T10:37:46,false,
ALT-300199,SUPPLIER_RISK,MEDIUM,,,SUP-111,Supplier Risk — review required (199),2026-07-31T00:37:46,true,2026-08-01T17:37:46.555489
ALT-300200,EXPIRY_WARNING,LOW,SKU-00058,,,Expiry Warning — review required (200),2026-07-27T04:37:46,false,
ALT-300201,EXPIRY_WARNING,MEDIUM,SKU-00239,,,Expiry Warning — review required (201),2026-07-12T07:37:46,true,2026-07-13T09:37:46.555489
ALT-300202,LOW_STOCK,MEDIUM,SKU-00489,LOC-011,,Low Stock — review required (202),2026-07-02T16:37:46,false,
ALT-300203,CAPACITY_WARNING,CRITICAL,,LOC-010,,Capacity Warning — review required (203),2026-07-27T18:37:46,true,2026-07-29T09:37:46.555489
ALT-300204,LOW_STOCK,LOW,SKU-00473,LOC-013,,Low Stock — review required (204),2026-07-03T06:37:46,false,
ALT-300205,EXPIRY_WARNING,HIGH,SKU-00476,,,Expiry Warning — review required (205),2026-07-07T23:37:46,false,
ALT-300206,LOW_STOCK,CRITICAL,SKU-00256,LOC-018,,Low Stock — review required (206),2026-07-21T09:37:46,true,2026-07-23T02:37:46.555489
ALT-300207,CAPACITY_WARNING,MEDIUM,,LOC-012,,Capacity Warning — review required (207),2026-07-07T14:37:46,true,2026-07-08T08:37:46.555489
ALT-300208,EXPIRY_WARNING,CRITICAL,SKU-00148,,,Expiry Warning — review required (208),2026-07-15T14:37:46,false,
