alert_id,alert_type,severity,related_sku,related_location,related_supplier,message,created_at,resolved,resolved_at
ALT-300045,LOW_STOCK,MEDIUM,SKU-00232,LOC-006,,Low Stock — review required (45),2026-06-16T14:12:26,false,
ALT-300046,LOW_STOCK,critical,SKU-00487,LOC-008,,Low Stock — review required (46),2026-06-20T05:12:26,false,
ALT-300047,CAPACITY_WARNING,CRITICAL,,LOC-018,,Capacity Warning — review required (47),2026-06-05T17:12:26,false,
ALT-300048,AUDIT_DUE,medium,,,SUP-193,Audit Due — review required (48),2026-06-14T14:12:26,false,
ALT-300049,LOW_STOCK,LOW,SKU-00301,LOC-013,,Low Stock — review required (49),2026-06-13T05:12:26,true,2026-06-14T09:12:26.286150
ALT-300050,EXPIRY_WARNING,HIGH,SKU-00072,,,Expiry Warning — review required (50),2026-06-16T18:12:26,true,2026-06-16T21:12:26.286150
ALT-300051,AUDIT_DUE,MEDIUM,,,SUP-075,Audit Due — review required (51),2026-06-11T17:12:26,true,2026-06-13T02:12:26.286150
ALT-300052,EXPIRY_WARNING,CRITICAL,SKU-00206,,,Expiry Warning — review required (52),2026-06-13T00:12:26,true,2026-06-14T14:12:26.286150
ALT-300053,SUPPLIER_RISK,HIGH,,,SUP-177,Supplier Risk — review required (53),2026-06-17T06:12:26,false,
ALT-300054,AUDIT_DUE,MEDIUM,,,SUP-189,Audit Due — review required (54),2026-06-19T23:12:26,false,
ALT-300055,EXPIRY_WARNING,LOW,SKU-00080,,,Expiry Warning — review required (55),2026-06-06T13:12:26,true,2026-06-06T21:12:26.286150
ALT-300056,AUDIT_DUE,HIGH,,,SUP-083,Audit Due — review required (56),2026-06-10T05:12:26,false,
ALT-300057,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (57),2026-06-24T07:12:26,true,2026-06-24T14:12:26.286150
ALT-300058,EXPIRY_WARNING,critical,SKU-00095,,,Expiry Warning — review required (58),2026-06-02T20:12:26,false,
ALT-300059,CAPACITY_WARNING,CRITICAL,,LOC-002,,Capacity Warning — review required (59),2026-05-29T04:12:26,false,
ALT-300060,LOW_STOCK,HIGH,SKU-00225,LOC-002,,Low Stock — review required (60),2026-06-16T18:12:26,true,2026-06-17T07:12:26.286150
ALT-300061,LOW_STOCK,LOW,SKU-00467,LOC-011,,Low Stock — review required (61),2026-06-18T15:12:26,true,2026-06-19T20:12:26.286150
ALT-300062,AUDIT_DUE,LOW,,,SUP-060,Audit Due — review required (62),2026-06-13T04:12:26,true,2026-06-13T14:12:26.286150
ALT-300063,EXPIRY_WARNING,MEDIUM,SKU-00147,,,Expiry Warning — review required (63),2026-05-28T20:12:26,false,
ALT-300064,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (64),2026-06-13T11:12:26,false,
ALT-300065,AUDIT_DUE,LOW,,,SUP-097,Audit Due — review required (65),2026-06-13T10:12:26,false,
ALT-300066,AUDIT_DUE,MEDIUM,,,SUP-144,Audit Due — review required (66),2026-06-07T08:12:26,true,2026-06-08T04:12:26.286150
ALT-300067,LOW_STOCK,high,SKU-00458,LOC-003,,Low Stock — review required (67),2026-06-15T18:12:26,true,2026-06-16T18:12:26.286150
ALT-300068,SUPPLIER_RISK,HIGH,,,SUP-009,Supplier Risk — review required (68),2026-06-14T20:12:26,true,2026-06-16T05:12:26.286150
ALT-300069,EXPIRY_WARNING,CRITICAL,SKU-00450,,,Expiry Warning — review required (69),2026-05-30T13:12:26,false,
ALT-300070,SHIPMENT_DELAY,low,,,,Shipment Delay — review required (70),2026-06-05T14:12:26,false,
ALT-300071,EXPIRY_WARNING,CRITICAL,SKU-00213,,,Expiry Warning — review required (71),2026-05-30T20:12:26,false,
ALT-300072,EXPIRY_WARNING,MEDIUM,SKU-00321,,,Expiry Warning — review required (72),2026-05-31T00:12:26,false,
ALT-300073,SHIPMENT_DELAY,medium,,,,Shipment Delay — review required (73),2026-06-17T19:12:26,false,
ALT-300074,EXPIRY_WARNING,low,SKU-00174,,,Expiry Warning — review required (74),2026-06-08T18:12:26,false,
ALT-300075,CAPACITY_WARNING,MEDIUM,,LOC-008,,Capacity Warning — review required (75),2026-06-16T05:12:26,true,2026-06-16T11:12:26.286150
ALT-300076,CAPACITY_WARNING,CRITICAL,,LOC-018,,Capacity Warning — review required (76),2026-06-22T19:12:26,true,2026-06-24T02:12:26.286150
ALT-300077,SUPPLIER_RISK,critical,,,SUP-166,Supplier Risk — review required (77),2026-06-25T13:12:26,false,
ALT-300078,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (78),2026-06-07T02:12:26,true,2026-06-07T06:12:26.286150
ALT-300079,SUPPLIER_RISK,CRITICAL,,,SUP-032,Supplier Risk — review required (79),2026-05-29T05:12:26,true,2026-05-30T08:12:26.286150
ALT-300080,EXPIRY_WARNING,LOW,SKU-00454,,,Expiry Warning — review required (80),2026-06-10T13:12:26,false,
ALT-300081,AUDIT_DUE,LOW,,,SUP-149,Audit Due — review required (81),2026-06-21T09:12:26,false,
ALT-300082,EXPIRY_WARNING,MEDIUM,SKU-00328,,,Expiry Warning — review required (82),2026-06-22T22:12:26,false,
ALT-300083,EXPIRY_WARNING,CRITICAL,SKU-00277,,,Expiry Warning — review required (83),2026-05-31T14:12:26,true,2026-06-02T00:12:26.286150
ALT-300084,SUPPLIER_RISK,MEDIUM,,,SUP-175,Supplier Risk — review required (84),2026-06-22T04:12:26,false,
ALT-300085,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (85),2026-06-20T00:12:26,true,2026-06-20T21:12:26.286150
ALT-300086,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (86),2026-06-10T07:12:26,true,2026-06-11T09:12:26.286150
ALT-300087,CAPACITY_WARNING,CRITICAL,,LOC-004,,Capacity Warning — review required (87),2026-06-05T01:12:26,false,
ALT-300088,AUDIT_DUE,critical,,,SUP-086,Audit Due — review required (88),2026-06-15T07:12:26,false,
ALT-300089,CAPACITY_WARNING,CRITICAL,,LOC-009,,Capacity Warning — review required (89),2026-06-02T11:12:26,true,2026-06-03T08:12:26.286150
ALT-300090,EXPIRY_WARNING,high,SKU-00439,,,Expiry Warning — review required (90),2026-05-27T13:12:26,false,
ALT-300091,EXPIRY_WARNING,MEDIUM,SKU-00331,,,Expiry Warning — review required (91),2026-06-07T15:12:26,false,
ALT-300092,SUPPLIER_RISK,critical,,,SUP-138,Supplier Risk — review required (92),2026-06-09T17:12:26,false,
ALT-300093,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (93),2026-06-15T06:12:26,false,
ALT-300094,CAPACITY_WARNING,LOW,,LOC-017,,Capacity Warning — review required (94),2026-06-21T19:12:26,false,
ALT-300095,AUDIT_DUE,CRITICAL,,,SUP-031,Audit Due — review required (95),2026-06-09T16:12:26,true,2026-06-11T15:12:26.286150
ALT-300096,SUPPLIER_RISK,low,,,SUP-103,Supplier Risk — review required (96),2026-06-18T05:12:26,false,
ALT-300097,EXPIRY_WARNING,CRITICAL,SKU-00366,,,Expiry Warning — review required (97),2026-06-13T18:12:26,false,
ALT-300098,SUPPLIER_RISK,HIGH,,,SUP-092,Supplier Risk — review required (98),2026-05-31T08:12:26,false,
ALT-300099,LOW_STOCK,LOW,SKU-00415,LOC-003,,Low Stock — review required (99),2026-06-15T02:12:26,false,
ALT-300100,LOW_STOCK,MEDIUM,SKU-00216,LOC-002,,Low Stock — review required (100),2026-05-31T22:12:26,true,2026-06-02T19:12:26.286150
ALT-300101,LOW_STOCK,low,SKU-00053,LOC-017,,Low Stock — review required (101),2026-06-21T16:12:26,true,2026-06-22T14:12:26.286150
ALT-300102,EXPIRY_WARNING,high,SKU-00053,,,Expiry Warning — review required (102),2026-06-22T21:12:26,true,2026-06-23T20:12:26.286150
ALT-300103,CAPACITY_WARNING,MEDIUM,,LOC-015,,Capacity Warning — review required (103),2026-06-16T06:12:26,false,
ALT-300104,LOW_STOCK,LOW,SKU-00465,LOC-015,,Low Stock — review required (104),2026-06-09T22:12:26,true,2026-06-10T08:12:26.286150
ALT-300105,EXPIRY_WARNING,HIGH,SKU-00001,,,Expiry Warning — review required (105),2026-06-24T22:12:26,true,2026-06-25T00:12:26.286150
ALT-300106,CAPACITY_WARNING,CRITICAL,,LOC-002,,Capacity Warning — review required (106),2026-06-01T18:12:26,false,
ALT-300107,AUDIT_DUE,HIGH,,,SUP-136,Audit Due — review required (107),2026-06-24T01:12:26,true,2026-06-25T02:12:26.286150
ALT-300108,AUDIT_DUE,CRITICAL,,,SUP-079,Audit Due — review required (108),2026-06-18T22:12:26,true,2026-06-19T18:12:26.286150
ALT-300109,CAPACITY_WARNING,CRITICAL,,LOC-006,,Capacity Warning — review required (109),2026-06-01T11:12:26,false,
ALT-300110,CAPACITY_WARNING,CRITICAL,,LOC-011,,Capacity Warning — review required (110),2026-05-27T21:12:26,true,2026-05-27T23:12:26.286150
ALT-300111,SUPPLIER_RISK,LOW,,,SUP-194,Supplier Risk — review required (111),2026-06-11T00:12:26,false,
ALT-300112,AUDIT_DUE,LOW,,,SUP-055,Audit Due — review required (112),2026-06-19T02:12:26,false,
ALT-300113,AUDIT_DUE,HIGH,,,SUP-172,Audit Due — review required (113),2026-06-09T06:12:26,false,
ALT-300114,LOW_STOCK,MEDIUM,SKU-00367,LOC-008,,Low Stock — review required (114),2026-06-12T02:12:26,true,2026-06-13T03:12:26.286150
ALT-300115,CAPACITY_WARNING,HIGH,,LOC-002,,Capacity Warning — review required (115),2026-06-22T10:12:26,false,
ALT-300116,LOW_STOCK,HIGH,SKU-00044,LOC-019,,Low Stock — review required (116),2026-06-06T15:12:26,true,2026-06-07T15:12:26.286150
ALT-300117,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (117),2026-06-01T09:12:26,false,
ALT-300118,EXPIRY_WARNING,low,SKU-00004,,,Expiry Warning — review required (118),2026-05-28T18:12:26,true,2026-05-30T06:12:26.286150
ALT-300119,LOW_STOCK,HIGH,SKU-00126,LOC-002,,Low Stock — review required (119),2026-06-14T04:12:26,true,2026-06-15T06:12:26.286150
ALT-300120,CAPACITY_WARNING,MEDIUM,,LOC-003,,Capacity Warning — review required (120),2026-05-29T21:12:26,false,
ALT-300121,CAPACITY_WARNING,MEDIUM,,LOC-013,,Capacity Warning — review required (121),2026-05-31T17:12:26,false,
ALT-300122,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (122),2026-06-05T17:12:26,false,
ALT-300123,CAPACITY_WARNING,high,,LOC-008,,Capacity Warning — review required (123),2026-06-11T01:12:26,false,
ALT-300124,LOW_STOCK,CRITICAL,SKU-00124,LOC-016,,Low Stock — review required (124),2026-06-11T01:12:26,true,2026-06-12T21:12:26.286150
ALT-300125,SHIPMENT_DELAY,low,,,,Shipment Delay — review required (125),2026-06-11T18:12:26,false,
ALT-300126,LOW_STOCK,low,SKU-00221,LOC-018,,Low Stock — review required (126),2026-06-04T17:12:26,true,2026-06-05T07:12:26.286150
ALT-300127,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (127),2026-06-23T11:12:26,true,2026-06-24T00:12:26.286150
ALT-300128,EXPIRY_WARNING,CRITICAL,SKU-00300,,,Expiry Warning — review required (128),2026-06-16T01:12:26,true,2026-06-16T04:12:26.286150
ALT-300129,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (129),2026-06-03T00:12:26,true,2026-06-04T23:12:26.286150
ALT-300130,LOW_STOCK,LOW,SKU-00457,LOC-007,,Low Stock — review required (130),2026-06-18T23:12:26,true,2026-06-19T07:12:26.286150
ALT-300131,AUDIT_DUE,MEDIUM,,,SUP-046,Audit Due — review required (131),2026-06-20T14:12:26,false,
ALT-300132,EXPIRY_WARNING,LOW,SKU-00343,,,Expiry Warning — review required (132),2026-06-14T12:12:26,false,
ALT-300133,SUPPLIER_RISK,CRITICAL,,,SUP-114,Supplier Risk — review required (133),2026-06-23T17:12:26,false,
ALT-300134,SUPPLIER_RISK,MEDIUM,,,SUP-111,Supplier Risk — review required (134),2026-06-25T07:12:26,true,2026-06-27T00:12:26.286150
ALT-300135,EXPIRY_WARNING,low,SKU-00061,,,Expiry Warning — review required (135),2026-06-21T11:12:26,false,
ALT-300136,EXPIRY_WARNING,MEDIUM,SKU-00251,,,Expiry Warning — review required (136),2026-06-06T14:12:26,true,2026-06-07T16:12:26.286150
ALT-300137,LOW_STOCK,medium,SKU-00489,LOC-011,,Low Stock — review required (137),2026-05-27T23:12:26,false,
ALT-300138,CAPACITY_WARNING,critical,,LOC-010,,Capacity Warning — review required (138),2026-06-22T01:12:26,true,2026-06-23T16:12:26.286150
ALT-300139,LOW_STOCK,low,SKU-00481,LOC-013,,Low Stock — review required (139),2026-05-28T13:12:26,false,
ALT-300140,EXPIRY_WARNING,HIGH,SKU-00476,,,Expiry Warning — review required (140),2026-06-02T06:12:26,false,
ALT-300141,LOW_STOCK,CRITICAL,SKU-00256,LOC-018,,Low Stock — review required (141),2026-06-15T16:12:26,true,2026-06-17T09:12:26.286150
ALT-300142,CAPACITY_WARNING,MEDIUM,,LOC-012,,Capacity Warning — review required (142),2026-06-01T21:12:26,true,2026-06-02T15:12:26.286150
ALT-300143,EXPIRY_WARNING,CRITICAL,SKU-00154,,,Expiry Warning — review required (143),2026-06-09T21:12:26,false,
ALT-300144,CAPACITY_WARNING,MEDIUM,,LOC-017,,Capacity Warning — review required (144),2026-06-08T12:12:26,true,2026-06-09T03:12:26.286150
ALT-300145,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (145),2026-05-30T05:12:26,true,2026-05-31T10:12:26.286150
ALT-300146,SUPPLIER_RISK,HIGH,,,SUP-120,Supplier Risk — review required (146),2026-06-23T00:12:26,false,
ALT-300147,CAPACITY_WARNING,LOW,,LOC-004,,Capacity Warning — review required (147),2026-06-09T08:12:26,false,
ALT-300148,SUPPLIER_RISK,LOW,,,SUP-069,Supplier Risk — review required (148),2026-06-10T15:12:26,true,2026-06-10T21:12:26.286150
ALT-300149,EXPIRY_WARNING,high,SKU-00242,,,Expiry Warning — review required (149),2026-06-06T07:12:26,false,
ALT-300150,EXPIRY_WARNING,medium,SKU-00124,,,Expiry Warning — review required (150),2026-06-20T15:12:26,true,2026-06-22T01:12:26.286150
ALT-300151,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (151),2026-05-30T16:12:26,false,
ALT-300152,LOW_STOCK,CRITICAL,SKU-00363,LOC-015,,Low Stock — review required (152),2026-06-25T05:12:26,false,
ALT-300153,EXPIRY_WARNING,medium,SKU-00486,,,Expiry Warning — review required (153),2026-06-18T10:12:26,false,
ALT-300154,SUPPLIER_RISK,CRITICAL,,,SUP-162,Supplier Risk — review required (154),2026-06-22T15:12:26,false,
ALT-300155,EXPIRY_WARNING,CRITICAL,SKU-00238,,,Expiry Warning — review required (155),2026-05-27T12:12:26,false,
ALT-300156,EXPIRY_WARNING,CRITICAL,SKU-00308,,,Expiry Warning — review required (156),2026-06-04T04:12:26,false,
ALT-300157,LOW_STOCK,HIGH,SKU-00500,LOC-013,,Low Stock — review required (157),2026-06-10T05:12:26,false,
ALT-300158,CAPACITY_WARNING,LOW,,LOC-004,,Capacity Warning — review required (158),2026-06-07T16:12:26,false,
ALT-300159,CAPACITY_WARNING,MEDIUM,,LOC-004,,Capacity Warning — review required (159),2026-06-24T12:12:26,true,2026-06-26T11:12:26.286150
ALT-300160,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (160),2026-06-25T09:12:26,false,
ALT-300161,EXPIRY_WARNING,LOW,SKU-00435,,,Expiry Warning — review required (161),2026-06-15T20:12:26,true,2026-06-17T09:12:26.286150
ALT-300162,EXPIRY_WARNING,medium,SKU-00433,,,Expiry Warning — review required (162),2026-06-06T10:12:26,false,
ALT-300163,LOW_STOCK,MEDIUM,SKU-00312,LOC-012,,Low Stock — review required (163),2026-06-19T23:12:26,false,
ALT-300164,EXPIRY_WARNING,low,SKU-00486,,,Expiry Warning — review required (164),2026-05-30T20:12:26,true,2026-05-31T07:12:26.286150
ALT-300165,SHIPMENT_DELAY,LOW,,,,Shipment Delay — review required (165),2026-06-11T20:12:26,false,
ALT-300166,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (166),2026-06-10T14:12:26,true,2026-06-11T00:12:26.286150
ALT-300167,CAPACITY_WARNING,MEDIUM,,LOC-013,,Capacity Warning — review required (167),2026-06-13T19:12:26,true,2026-06-15T11:12:26.286150
ALT-300168,SUPPLIER_RISK,HIGH,,,SUP-121,Supplier Risk — review required (168),2026-05-31T19:12:26,true,2026-06-01T21:12:26.286150
ALT-300169,LOW_STOCK,CRITICAL,SKU-00361,LOC-011,,Low Stock — review required (169),2026-05-29T17:12:26,true,2026-05-30T11:12:26.286150
ALT-300170,SUPPLIER_RISK,MEDIUM,,,SUP-163,Supplier Risk — review required (170),2026-06-06T04:12:26,false,
ALT-300171,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (171),2026-06-25T21:12:26,true,2026-06-26T02:12:26.286150
ALT-300172,LOW_STOCK,MEDIUM,SKU-00233,LOC-006,,Low Stock — review required (172),2026-06-22T06:12:26,true,2026-06-22T18:12:26.286150
ALT-300173,AUDIT_DUE,CRITICAL,,,SUP-100,Audit Due — review required (173),2026-06-02T20:12:26,true,2026-06-04T14:12:26.286150
ALT-300174,SHIPMENT_DELAY,MEDIUM,,,,Shipment Delay — review required (174),2026-06-11T10:12:26,false,
ALT-300175,SUPPLIER_RISK,HIGH,,,SUP-166,Supplier Risk — review required (175),2026-06-01T09:12:26,true,2026-06-01T10:12:26.286150
ALT-300176,AUDIT_DUE,HIGH,,,SUP-182,Audit Due — review required (176),2026-06-01T22:12:26,false,
ALT-300177,AUDIT_DUE,LOW,,,SUP-031,Audit Due — review required (177),2026-06-03T19:12:26,false,
ALT-300178,EXPIRY_WARNING,HIGH,SKU-00271,,,Expiry Warning — review required (178),2026-06-07T19:12:26,false,
ALT-300179,EXPIRY_WARNING,LOW,SKU-00304,,,Expiry Warning — review required (179),2026-06-02T00:12:26,false,
ALT-300180,AUDIT_DUE,CRITICAL,,,SUP-014,Audit Due — review required (180),2026-06-17T17:12:26,false,
ALT-300181,CAPACITY_WARNING,LOW,,LOC-012,,Capacity Warning — review required (181),2026-06-21T15:12:26,false,
ALT-300182,EXPIRY_WARNING,CRITICAL,SKU-00200,,,Expiry Warning — review required (182),2026-05-30T01:12:26,true,2026-05-30T05:12:26.286150
ALT-300183,EXPIRY_WARNING,CRITICAL,SKU-00422,,,Expiry Warning — review required (183),2026-06-16T10:12:26,true,2026-06-17T11:12:26.286150
ALT-300184,LOW_STOCK,CRITICAL,SKU-00234,LOC-016,,Low Stock — review required (184),2026-06-13T20:12:26,true,2026-06-15T08:12:26.286150
ALT-300185,EXPIRY_WARNING,HIGH,SKU-00272,,,Expiry Warning — review required (185),2026-06-18T17:12:26,true,2026-06-19T18:12:26.286150
ALT-300186,EXPIRY_WARNING,low,SKU-00430,,,Expiry Warning — review required (186),2026-06-22T14:12:26,false,
ALT-300187,AUDIT_DUE,MEDIUM,,,SUP-064,Audit Due — review required (187),2026-06-17T22:12:26,true,2026-06-19T12:12:26.286150
ALT-300188,LOW_STOCK,HIGH,SKU-00078,LOC-009,,Low Stock — review required (188),2026-06-07T12:12:26,false,
ALT-300189,SHIPMENT_DELAY,HIGH,,,,Shipment Delay — review required (189),2026-05-30T11:12:26,true,2026-05-31T05:12:26.286150
ALT-300190,EXPIRY_WARNING,LOW,SKU-00444,,,Expiry Warning — review required (190),2026-05-31T09:12:26,true,2026-06-01T15:12:26.286150
ALT-300191,LOW_STOCK,HIGH,SKU-00354,LOC-019,,Low Stock — review required (191),2026-06-10T15:12:26,false,
ALT-300192,EXPIRY_WARNING,MEDIUM,SKU-00140,,,Expiry Warning — review required (192),2026-06-08T13:12:26,false,
ALT-300193,LOW_STOCK,CRITICAL,SKU-00382,LOC-002,,Low Stock — review required (193),2026-06-06T19:12:26,true,2026-06-07T01:12:26.286150
ALT-300194,CAPACITY_WARNING,HIGH,,LOC-006,,Capacity Warning — review required (194),2026-06-25T19:12:26,true,2026-06-26T17:12:26.286150
ALT-300195,SUPPLIER_RISK,MEDIUM,,,SUP-152,Supplier Risk — review required (195),2026-06-25T06:12:26,true,2026-06-26T23:12:26.286150
ALT-300196,LOW_STOCK,LOW,SKU-00338,LOC-008,,Low Stock — review required (196),2026-06-12T23:12:26,true,2026-06-14T22:12:26.286150
ALT-300197,SHIPMENT_DELAY,CRITICAL,,,,Shipment Delay — review required (197),2026-06-12T23:12:26,false,
ALT-300198,AUDIT_DUE,MEDIUM,,,SUP-070,Audit Due — review required (198),2026-06-03T22:12:26,true,2026-06-05T21:12:26.286150
ALT-300199,LOW_STOCK,MEDIUM,SKU-00092,LOC-006,,Low Stock — review required (199),2026-06-23T21:12:26,false,
ALT-300200,CAPACITY_WARNING,LOW,,LOC-007,,Capacity Warning — review required (200),2026-06-09T12:12:26,true,2026-06-10T15:12:26.286150
ALT-300201,SUPPLIER_RISK,LOW,,,SUP-078,Supplier Risk — review required (201),2026-06-09T21:12:26,true,2026-06-10T08:12:26.286150
ALT-300202,LOW_STOCK,LOW,SKU-00146,LOC-013,,Low Stock — review required (202),2026-05-29T00:12:26,false,
ALT-300203,EXPIRY_WARNING,LOW,SKU-00008,,,Expiry Warning — review required (203),2026-06-25T20:12:26,true,2026-06-27T15:12:26.286150
ALT-300204,SUPPLIER_RISK,LOW,,,SUP-074,Supplier Risk — review required (204),2026-05-28T06:12:26,true,2026-05-29T18:12:26.286150
ALT-300205,CAPACITY_WARNING,LOW,,LOC-006,,Capacity Warning — review required (205),2026-05-27T23:12:26,false,
ALT-300206,SHIPMENT_DELAY,LOW,,,,Shipment Delay — review required (206),2026-06-19T23:12:26,true,2026-06-20T09:12:26.286150
