txn_id,sku,location_id,txn_type,quantity_kg,unit_cost_myr,operator_id,timestamp,reference_doc
TXN-200021,SKU-00147,LOC-010,ADJUST,167.0,604.07,OP-005,2026-06-08T19:43:13,DOC-6169
TXN-200022,SKU-00217,LOC-011,OUT,117.0,668.11,OP-021,2026-06-02T05:43:13,DOC-5895
TXN-200023,SKU-00203,LOC-010,OUT,126.0,461.71,OP-004,2026-06-07T19:43:13,DOC-9372
TXN-200024,SKU-00033,LOC-008,ADJUST,149.0,416.13,OP-011,2026-05-28T15:43:13,DOC-8773
TXN-200025,SKU-00460,LOC-019,ADJUST,154.0,577.02,OP-024,2026-06-13T10:43:13,DOC-2207
TXN-200026,SKU-00416,LOC-010,OUT,105.0,639.60,OP-007,2026-06-12T17:43:13,DOC-1589
TXN-200027,SKU-00103,LOC-014,IN,113.0,212.39,OP-012,2026-06-13T08:43:13,DOC-9176
TXN-200028,SKU-00018,LOC-018,OUT,100.0,607.31,OP-008,2026-05-21T16:43:13,
TXN-200029,SKU-00198,LOC-009,OUT,23.0,39.97,OP-030,2026-05-24T16:43:13,DOC-9374
TXN-200030,SKU-00244,LOC-009,OUT,131.0,283.85,OP-011,2026-06-13T12:43:13,DOC-1482
TXN-200031,SKU-00202,LOC-010,OUT,28.0,617.22,OP-023,2026-06-09T16:43:13,DOC-5723
TXN-200032,SKU-00298,LOC-008,IN,111.0,178.19,OP-014,2026-05-26T18:43:13,
TXN-200033,SKU-00390,LOC-018,OUT,37.0,241.83,OP-025,2026-05-21T00:43:13,DOC-1475
TXN-200034,SKU-00495,LOC-005,IN,165.0,623.58,OP-008,2026-06-10T20:43:13,DOC-2499
TXN-200035,SKU-00186,LOC-013,ADJUST,122.0,750.30,OP-006,2026-06-01T01:43:13,
TXN-200036,SKU-00080,LOC-011,OUT,28.0,353.93,OP-025,2026-05-18T17:43:13,DOC-3780
TXN-200037,SKU-00187,LOC-016,IN,121.0,71.15,OP-027,2026-05-31T17:43:13,DOC-5509
TXN-200038,SKU-00353,LOC-011,IN,69.0,253.63,OP-048,2026-05-27T20:43:13,
TXN-200039,SKU-00230,LOC-007,ADJUST,134.0,142.49,OP-006,2026-05-28T08:43:13,
TXN-200040,SKU-00493,LOC-020,OUT,13.0,99.12,OP-026,2026-06-15T02:43:13,DOC-9504
TXN-200041,SKU-00403,LOC-012,OUT,196.0,748.32,OP-012,2026-05-24T13:43:13,DOC-5820
TXN-200042,SKU-00163,LOC-014,ADJUST,155.0,472.89,OP-018,2026-06-13T17:43:13,DOC-1583
TXN-200043,SKU-00318,LOC-014,IN,22.0,135.44,OP-022,2026-05-24T07:43:13,
TXN-200044,SKU-00217,LOC-005,ADJUST,191.0,259.02,OP-038,2026-05-30T19:43:13,DOC-9631
TXN-200045,SKU-00453,LOC-001,IN,122.0,68.37,OP-025,2026-05-25T05:43:13,
TXN-200046,SKU-00112,LOC-008,OUT,87.0,413.55,OP-012,2026-06-11T23:43:13,DOC-1484
TXN-200047,SKU-00295,LOC-002,IN,78.0,460.03,OP-034,2026-05-17T02:43:13,DOC-6316
TXN-200048,SKU-00302,LOC-003,IN,89.0,369.25,OP-049,2026-05-25T07:43:13,
TXN-200049,SKU-00454,LOC-015,ADJUST,128.0,585.32,OP-017,2026-05-21T16:43:13,DOC-3275
TXN-200050,SKU-00211,LOC-018,OUT,181.0,404.68,OP-010,2026-06-04T15:43:13,DOC-2596
TXN-200051,SKU-00063,LOC-014,IN,41.0,740.04,OP-030,2026-05-31T00:43:13,DOC-1715
TXN-200052,SKU-00361,LOC-005,OUT,76.0,632.54,OP-023,2026-06-01T14:43:13,DOC-3144
TXN-200053,SKU-00002,LOC-018,OUT,186.0,782.84,OP-006,2026-06-08T22:43:13,
TXN-200054,SKU-00384,LOC-008,OUT,60.0,694.06,OP-038,2026-06-15T15:43:13,
TXN-200055,SKU-00349,LOC-005,ADJUST,70.0,162.96,OP-025,2026-06-07T04:43:13,
TXN-200056,SKU-00197,LOC-003,OUT,79.0,659.02,OP-025,2026-06-06T12:43:13,DOC-9769
TXN-200057,SKU-00222,LOC-018,ADJUST,115.0,655.09,OP-010,2026-06-10T07:43:13,DOC-9904
TXN-200058,SKU-00165,LOC-002,OUT,29.0,669.14,OP-025,2026-06-12T19:43:13,
TXN-200059,SKU-00303,LOC-020,OUT,88.0,292.67,OP-020,2026-06-01T16:43:13,
TXN-200060,SKU-00123,LOC-004,IN,15.0,438.17,OP-047,2026-05-21T15:43:13,
TXN-200061,SKU-00247,LOC-008,IN,158.0,794.74,OP-044,2026-05-30T11:43:13,DOC-2429
TXN-200062,SKU-00052,LOC-020,OUT,91.0,462.17,OP-011,2026-05-27T13:43:13,
TXN-200063,SKU-00267,LOC-004,ADJUST,82.0,744.05,OP-038,2026-05-28T13:43:13,DOC-8929
TXN-200064,SKU-00070,LOC-007,IN,181.0,465.23,OP-039,2026-06-01T22:43:13,DOC-9337
TXN-200065,SKU-00390,LOC-018,OUT,86.0,241.83,OP-033,2026-06-10T07:43:13,DOC-1482
TXN-200066,SKU-00094,LOC-008,OUT,102.0,4.53,OP-044,2026-05-24T04:43:13,DOC-3582
TXN-200067,SKU-00336,LOC-016,OUT,3.0,142.83,OP-027,2026-05-27T14:43:13,DOC-3816
TXN-200068,SKU-00296,LOC-001,OUT,175.0,587.46,OP-021,2026-06-14T21:43:13,
TXN-200069,SKU-00146,LOC-003,ADJUST,157.0,747.22,OP-008,2026-05-31T13:43:13,
TXN-200070,SKU-00269,LOC-020,IN,147.0,744.55,OP-004,2026-05-25T12:43:13,DOC-8589
TXN-200071,SKU-00395,LOC-005,ADJUST,28.0,210.33,OP-002,2026-06-15T05:43:13,DOC-3147
TXN-200072,SKU-00327,LOC-010,OUT,106.0,552.32,OP-043,2026-06-13T01:43:13,
TXN-200073,SKU-00018,LOC-019,IN,3.0,769.47,OP-016,2026-05-28T22:43:13,DOC-6802
TXN-200074,SKU-00011,LOC-019,WRITE_OFF,34.0,771.48,OP-036,2026-06-14T00:43:13,DOC-5443
TXN-200075,SKU-00480,LOC-012,OUT,103.0,435.35,OP-019,2026-05-20T06:43:13,DOC-3330
TXN-200076,SKU-00236,LOC-004,IN,50.0,63.38,OP-033,2026-05-27T11:43:13,
TXN-200077,SKU-00370,LOC-013,ADJUST,198.0,182.97,OP-023,2026-06-15T20:43:13,DOC-9302
TXN-200078,SKU-00360,LOC-003,WRITE_OFF,138.0,189.17,OP-008,2026-05-23T14:43:13,
TXN-200079,SKU-00136,LOC-004,OUT,145.0,456.50,OP-026,2026-05-31T20:43:13,DOC-3478
TXN-200080,SKU-00464,LOC-017,WRITE_OFF,26.0,736.30,OP-033,2026-06-04T22:43:13,DOC-9563
TXN-200081,SKU-00217,LOC-005,ADJUST,11.0,363.18,OP-049,2026-05-19T20:43:13,DOC-5642
TXN-200082,SKU-00450,LOC-018,OUT,71.0,351.60,OP-043,2026-06-10T07:43:13,DOC-6815
TXN-200083,SKU-00126,LOC-008,IN,51.0,375.05,OP-041,2026-06-06T14:43:13,DOC-4859
TXN-200084,SKU-00175,LOC-004,IN,181.0,539.54,OP-003,2026-06-13T21:43:13,DOC-9044
TXN-200085,SKU-00289,LOC-007,ADJUST,10.0,304.87,OP-024,2026-05-22T01:43:13,
TXN-200086,SKU-00005,LOC-019,OUT,45.0,679.94,OP-033,2026-06-08T21:43:13,DOC-9449
TXN-200087,SKU-00359,LOC-010,IN,48.0,600.44,OP-035,2026-05-19T23:43:13,DOC-1044
TXN-200088,SKU-00170,LOC-013,ADJUST,44.0,216.93,OP-021,2026-06-07T13:43:13,
TXN-200089,SKU-00027,LOC-006,OUT,170.0,799.85,OP-002,2026-06-01T01:43:13,DOC-5359
TXN-200090,SKU-00054,LOC-010,WRITE_OFF,74.0,277.42,OP-021,2026-05-19T22:43:13,DOC-3291
TXN-200091,SKU-00160,LOC-008,IN,114.0,651.91,OP-034,2026-06-03T07:43:13,
TXN-200092,SKU-00297,LOC-020,ADJUST,5.0,570.20,OP-002,2026-06-05T07:43:13,
TXN-200093,SKU-00264,LOC-016,IN,136.0,623.53,OP-037,2026-05-22T11:43:13,DOC-8503
TXN-200094,SKU-00138,LOC-019,OUT,81.0,103.12,OP-008,2026-06-04T22:43:13,
TXN-200095,SKU-00426,LOC-001,OUT,200.0,234.56,OP-017,2026-06-11T19:43:13,DOC-3683
TXN-200096,SKU-00027,LOC-012,OUT,135.0,72.24,OP-029,2026-06-04T08:43:13,DOC-6100
TXN-200097,SKU-00222,LOC-004,OUT,120.0,292.59,OP-033,2026-06-13T20:43:13,DOC-3780
TXN-200098,SKU-00160,LOC-003,IN,99.0,602.88,OP-003,2026-06-09T15:43:13,DOC-7298
TXN-200099,SKU-00223,LOC-011,IN,184.0,26.57,OP-040,2026-06-09T07:43:13,
TXN-200100,SKU-00227,LOC-010,OUT,17.0,640.96,OP-023,2026-06-04T19:43:13,
TXN-200101,SKU-00220,LOC-018,IN,89.0,567.67,OP-014,2026-05-30T12:43:13,DOC-3270
TXN-200102,SKU-00201,LOC-016,ADJUST,39.0,388.55,OP-019,2026-06-04T12:43:13,DOC-6257
TXN-200103,SKU-00190,LOC-014,OUT,163.0,85.16,OP-045,2026-06-07T05:43:13,DOC-8804
TXN-200104,SKU-00030,LOC-006,OUT,134.0,49.96,OP-003,2026-05-24T17:43:13,DOC-4040
TXN-200105,SKU-00428,LOC-003,ADJUST,14.0,156.38,OP-046,2026-06-15T02:43:13,DOC-9217
TXN-200106,SKU-00354,LOC-002,IN,12.0,507.81,OP-022,2026-05-30T13:43:13,DOC-2935
TXN-200107,SKU-00472,LOC-012,OUT,128.0,90.90,OP-003,2026-06-07T06:43:13,DOC-4086
TXN-200108,SKU-00197,LOC-017,ADJUST,28.0,342.07,OP-027,2026-06-02T23:43:13,
TXN-200109,SKU-00411,LOC-020,IN,52.0,125.76,OP-050,2026-05-27T21:43:13,
TXN-200110,SKU-00132,LOC-001,OUT,7.0,793.07,OP-024,2026-06-04T02:43:13,
TXN-200111,SKU-00223,LOC-010,IN,52.0,560.61,OP-007,2026-05-19T02:43:13,DOC-5709
TXN-200112,SKU-00393,LOC-020,IN,45.0,175.08,OP-040,2026-06-12T08:43:13,DOC-1857
TXN-200113,SKU-00056,LOC-015,IN,188.0,625.11,OP-021,2026-06-01T14:43:13,DOC-5798
TXN-200114,SKU-00336,LOC-017,IN,43.0,62.05,OP-036,2026-06-15T04:43:13,
TXN-200115,SKU-00434,LOC-006,IN,65.0,227.87,OP-025,2026-05-26T06:43:13,DOC-2209
TXN-200116,SKU-00050,LOC-015,OUT,82.0,520.84,OP-013,2026-06-11T01:43:13,DOC-2646
TXN-200117,SKU-00392,LOC-010,OUT,141.0,679.60,OP-036,2026-05-21T01:43:13,
TXN-200118,SKU-00269,LOC-014,IN,129.0,472.94,OP-009,2026-06-10T16:43:13,DOC-3219
TXN-200119,SKU-00255,LOC-003,ADJUST,69.0,312.69,OP-024,2026-05-29T09:43:13,DOC-1289
TXN-200120,SKU-00034,LOC-010,OUT,122.0,403.96,OP-003,2026-06-14T23:43:13,DOC-5997
TXN-200121,SKU-00367,LOC-016,OUT,78.0,610.52,OP-041,2026-05-20T00:43:13,DOC-1581
TXN-200122,SKU-00169,LOC-003,IN,190.0,208.11,OP-010,2026-05-19T11:43:13,DOC-2591
TXN-200123,SKU-00111,LOC-008,WRITE_OFF,57.0,568.75,OP-002,2026-05-31T23:43:13,DOC-9057
TXN-200124,SKU-00205,LOC-019,IN,199.0,318.01,OP-036,2026-06-07T11:43:13,
TXN-200125,SKU-00307,LOC-005,OUT,31.0,757.38,OP-049,2026-05-30T04:43:13,DOC-5076
TXN-200126,SKU-00347,LOC-012,OUT,72.0,361.84,OP-041,2026-06-14T16:43:13,DOC-4345
TXN-200127,SKU-00470,LOC-010,IN,89.0,115.08,OP-046,2026-06-14T18:43:13,
TXN-200128,SKU-00359,LOC-010,IN,5.0,600.44,OP-005,2026-06-07T04:43:13,
TXN-200129,SKU-00174,LOC-017,IN,25.0,81.70,OP-018,2026-05-18T06:43:13,
TXN-200130,SKU-00226,LOC-012,IN,142.0,198.44,OP-035,2026-05-25T11:43:13,
TXN-200131,SKU-00413,LOC-015,OUT,13.0,335.05,OP-001,2026-05-24T09:43:13,DOC-8934
TXN-200132,SKU-00313,LOC-002,IN,65.0,165.38,OP-029,2026-05-23T14:43:13,DOC-8388
TXN-200133,SKU-00319,LOC-009,WRITE_OFF,38.0,480.40,OP-050,2026-06-08T15:43:13,
TXN-200134,SKU-00328,LOC-018,WRITE_OFF,154.0,343.95,OP-002,2026-05-26T18:43:13,
TXN-200135,SKU-00146,LOC-002,IN,21.0,411.71,OP-029,2026-06-01T03:43:13,DOC-2605
TXN-200136,SKU-00159,LOC-013,OUT,100.0,56.59,OP-028,2026-06-08T08:43:13,
TXN-200137,SKU-00494,LOC-015,WRITE_OFF,90.0,47.84,OP-017,2026-05-27T01:43:13,DOC-8523
TXN-200138,SKU-00225,LOC-005,IN,38.0,410.88,OP-019,2026-05-18T10:43:13,DOC-9984
TXN-200139,SKU-00122,LOC-013,IN,18.0,736.47,OP-034,2026-05-19T00:43:13,DOC-9567
TXN-200140,SKU-00149,LOC-002,WRITE_OFF,199.0,303.75,OP-032,2026-05-27T12:43:13,DOC-9859
TXN-200141,SKU-00192,LOC-005,ADJUST,2.0,34.00,OP-027,2026-06-14T17:43:13,
TXN-200142,SKU-00331,LOC-004,OUT,172.0,470.73,OP-038,2026-06-07T16:43:13,DOC-5726
TXN-200143,SKU-00093,LOC-007,OUT,112.0,413.75,OP-019,2026-05-28T00:43:13,
TXN-200144,SKU-00037,LOC-019,IN,60.0,759.06,OP-021,2026-05-29T22:43:13,DOC-7722
TXN-200145,SKU-00485,LOC-015,ADJUST,24.0,350.61,OP-028,2026-06-06T09:43:13,
TXN-200146,SKU-00171,LOC-006,IN,4.0,419.36,OP-033,2026-06-14T02:43:13,DOC-4898
TXN-200147,SKU-00288,LOC-003,IN,60.0,83.00,OP-030,2026-06-01T05:43:13,DOC-1551
TXN-200148,SKU-00032,LOC-018,OUT,199.0,307.33,OP-015,2026-06-10T12:43:13,DOC-8383
TXN-200149,SKU-00037,LOC-015,IN,129.0,42.27,OP-046,2026-05-20T14:43:13,DOC-1570
TXN-200150,SKU-00323,LOC-015,IN,172.0,443.18,OP-042,2026-06-08T04:43:13,
TXN-200151,SKU-00248,LOC-014,ADJUST,115.0,626.20,OP-019,2026-05-22T16:43:13,DOC-6536
TXN-200152,SKU-00168,LOC-005,OUT,53.0,203.98,OP-030,2026-06-10T17:43:13,DOC-8082
TXN-200153,SKU-00296,LOC-013,OUT,52.0,371.09,OP-046,2026-06-13T02:43:13,DOC-8609
TXN-200154,SKU-00034,LOC-011,IN,64.0,155.74,OP-006,2026-06-15T03:43:13,DOC-6638
TXN-200155,SKU-00205,LOC-002,OUT,4.0,451.81,OP-032,2026-06-12T14:43:13,DOC-6665
TXN-200156,SKU-00488,LOC-005,OUT,49.0,192.14,OP-016,2026-05-19T02:43:13,DOC-5000
TXN-200157,SKU-00487,LOC-018,IN,45.0,95.55,OP-005,2026-05-29T13:43:13,DOC-1735
TXN-200158,SKU-00172,LOC-019,OUT,80.0,747.17,OP-039,2026-06-07T03:43:13,DOC-8941
TXN-200159,SKU-00420,LOC-010,ADJUST,6.0,602.15,OP-037,2026-05-30T21:43:13,DOC-1454
TXN-200160,SKU-00238,LOC-019,IN,145.0,229.06,OP-006,2026-06-12T07:43:13,DOC-7159
TXN-200161,SKU-00110,LOC-017,OUT,59.0,126.42,OP-041,2026-06-04T06:43:13,DOC-3550
TXN-200162,SKU-00043,LOC-004,OUT,171.0,442.15,OP-029,2026-05-28T04:43:13,DOC-9129
TXN-200163,SKU-00132,LOC-012,OUT,126.0,720.37,OP-011,2026-05-30T14:43:13,DOC-3348
TXN-200164,SKU-00373,LOC-003,IN,55.0,552.47,OP-045,2026-06-09T06:43:13,DOC-9587
TXN-200165,SKU-00148,LOC-003,IN,98.0,4.79,OP-030,2026-06-06T02:43:13,
TXN-200166,SKU-00500,LOC-001,OUT,5.0,564.97,OP-006,2026-06-05T20:43:13,DOC-9397
TXN-200167,SKU-00493,LOC-010,OUT,50.0,627.94,OP-001,2026-06-02T07:43:13,DOC-6618
TXN-200168,SKU-00429,LOC-014,IN,50.0,739.29,OP-027,2026-05-29T03:43:13,DOC-2287
TXN-200169,SKU-00263,LOC-017,IN,149.0,751.40,OP-048,2026-06-08T06:43:13,
TXN-200170,SKU-00473,LOC-016,WRITE_OFF,54.0,417.63,OP-007,2026-05-26T18:43:13,
TXN-200171,SKU-00151,LOC-002,OUT,92.0,355.47,OP-017,2026-06-01T03:43:13,DOC-9226
TXN-200172,SKU-00364,LOC-008,IN,166.0,212.15,OP-021,2026-06-09T08:43:13,DOC-1562
TXN-200173,SKU-00181,LOC-006,IN,134.0,395.32,OP-048,2026-06-12T20:43:13,DOC-8670
TXN-200174,SKU-00101,LOC-013,IN,90.0,389.20,OP-045,2026-05-23T05:43:13,DOC-6490
TXN-200175,SKU-00269,LOC-015,OUT,175.0,734.13,OP-026,2026-05-19T09:43:13,DOC-3938
TXN-200176,SKU-00333,LOC-010,IN,121.0,727.92,OP-038,2026-05-30T04:43:13,DOC-9413
TXN-200177,SKU-00215,LOC-016,OUT,33.0,127.37,OP-017,2026-05-28T08:43:13,
TXN-200178,SKU-00295,LOC-020,OUT,134.0,306.20,OP-050,2026-06-03T20:43:13,DOC-5676
TXN-200179,SKU-00138,LOC-001,IN,163.0,541.44,OP-018,2026-06-10T15:43:13,DOC-8187
TXN-200180,SKU-00083,LOC-011,OUT,187.0,235.86,OP-002,2026-05-31T05:43:13,DOC-6670
TXN-200181,SKU-00139,LOC-011,OUT,173.0,400.02,OP-024,2026-06-03T03:43:13,DOC-2881
TXN-200182,SKU-00478,LOC-015,IN,28.0,21.86,OP-025,2026-05-23T08:43:13,
TXN-200183,SKU-00439,LOC-018,OUT,138.0,6.64,OP-036,2026-05-23T04:43:13,DOC-8216
TXN-200184,SKU-00165,LOC-002,IN,193.0,599.58,OP-035,2026-06-01T17:43:13,DOC-9165
TXN-200185,SKU-00395,LOC-018,OUT,159.0,19.68,OP-047,2026-06-08T10:43:13,
TXN-200186,SKU-00109,LOC-012,OUT,26.0,112.94,OP-026,2026-05-20T13:43:13,DOC-2366
TXN-200187,SKU-00285,LOC-019,ADJUST,181.0,223.81,OP-034,2026-05-22T03:43:13,DOC-8022
TXN-200188,SKU-00088,LOC-006,IN,75.0,262.23,OP-020,2026-06-02T15:43:13,
TXN-200189,SKU-00004,LOC-005,IN,36.0,307.09,OP-027,2026-06-01T02:43:13,DOC-2608
TXN-200190,SKU-00235,LOC-020,IN,92.0,277.56,OP-012,2026-05-23T17:43:13,DOC-3308
TXN-200191,SKU-00285,LOC-004,OUT,53.0,679.48,OP-038,2026-06-08T10:43:13,
TXN-200192,SKU-00163,LOC-003,OUT,64.0,5.26,OP-002,2026-06-15T12:43:13,DOC-2388
TXN-200193,SKU-00488,LOC-018,OUT,73.0,123.11,OP-021,2026-05-17T14:43:13,DOC-9305
TXN-200194,SKU-00465,LOC-016,IN,184.0,2.46,OP-013,2026-06-10T06:43:13,DOC-1066
TXN-200195,SKU-00321,LOC-019,OUT,141.0,498.86,OP-027,2026-05-20T06:43:13,DOC-8970
TXN-200196,SKU-00397,LOC-004,OUT,64.0,66.09,OP-037,2026-06-10T17:43:13,DOC-4155
TXN-200197,SKU-00268,LOC-015,OUT,48.0,204.71,OP-015,2026-05-17T11:43:13,DOC-1552
TXN-200198,SKU-00309,LOC-016,IN,57.0,186.84,OP-026,2026-06-10T14:43:13,DOC-3144
TXN-200199,SKU-00175,LOC-012,WRITE_OFF,16.0,757.85,OP-016,2026-05-26T08:43:13,DOC-8491
TXN-200200,SKU-00032,LOC-006,OUT,17.0,226.88,OP-029,2026-06-15T04:43:13,DOC-9573
TXN-200201,SKU-00176,LOC-008,IN,108.0,88.26,OP-037,2026-05-31T14:43:13,
TXN-200202,SKU-00359,LOC-006,IN,29.0,549.68,OP-019,2026-06-01T10:43:13,DOC-2092
TXN-200203,SKU-00253,LOC-018,ADJUST,174.0,717.68,OP-012,2026-05-27T07:43:13,DOC-1416
TXN-200204,SKU-00136,LOC-004,IN,125.0,456.50,OP-017,2026-06-03T13:43:13,DOC-6676
TXN-200205,SKU-00016,LOC-011,OUT,131.0,599.04,OP-005,2026-06-14T00:43:13,
TXN-200206,SKU-00118,LOC-004,IN,148.0,779.39,OP-024,2026-06-09T12:43:13,DOC-7143
TXN-200207,SKU-00174,LOC-006,IN,86.0,791.35,OP-004,2026-05-22T07:43:13,DOC-5814
TXN-200208,SKU-00098,LOC-020,OUT,152.0,590.59,OP-011,2026-05-26T15:43:13,
TXN-200209,SKU-00255,LOC-011,IN,54.0,633.42,OP-017,2026-05-25T14:43:13,DOC-1556
TXN-200210,SKU-00306,LOC-015,IN,39.0,748.53,OP-022,2026-05-30T10:43:13,DOC-4257
TXN-200211,SKU-00316,LOC-007,OUT,77.0,612.76,OP-033,2026-06-01T07:43:13,
TXN-200212,SKU-00107,LOC-019,OUT,79.0,556.01,OP-042,2026-06-05T03:43:13,DOC-3122
TXN-200213,SKU-00250,LOC-009,OUT,69.0,273.26,OP-026,2026-06-15T07:43:13,DOC-1009
TXN-200214,SKU-00177,LOC-020,OUT,195.0,328.30,OP-042,2026-05-31T23:43:13,
TXN-200215,SKU-00184,LOC-005,IN,145.0,488.30,OP-046,2026-06-12T13:43:13,DOC-9565
TXN-200216,SKU-00221,LOC-017,OUT,170.0,180.23,OP-008,2026-05-21T17:43:13,DOC-3963
TXN-200217,SKU-00469,LOC-008,OUT,2.0,229.36,OP-027,2026-05-22T19:43:13,DOC-3788
TXN-200218,SKU-00226,LOC-016,ADJUST,160.0,567.27,OP-023,2026-05-26T09:43:13,
TXN-200219,SKU-00035,LOC-010,OUT,88.0,568.87,OP-025,2026-05-25T12:43:13,DOC-6335
TXN-200220,SKU-00166,LOC-008,OUT,162.0,670.67,OP-037,2026-06-03T17:43:13,DOC-3132
TXN-200221,SKU-00110,LOC-014,OUT,31.0,405.14,OP-048,2026-05-26T00:43:13,
TXN-200222,SKU-00080,LOC-004,IN,112.0,754.34,OP-044,2026-06-03T08:43:13,DOC-1934
TXN-200223,SKU-00311,LOC-008,OUT,17.0,696.92,OP-029,2026-05-20T00:43:13,DOC-7261
TXN-200224,SKU-00164,LOC-006,ADJUST,148.0,111.70,OP-050,2026-05-19T03:43:13,DOC-6897
TXN-200225,SKU-00271,LOC-018,ADJUST,103.0,755.63,OP-011,2026-05-23T22:43:13,DOC-1447
TXN-200226,SKU-00482,LOC-015,OUT,151.0,112.69,OP-003,2026-05-25T19:43:13,DOC-4520
TXN-200227,SKU-00070,LOC-007,IN,127.0,51.02,OP-005,2026-06-08T05:43:13,DOC-6009
TXN-200228,SKU-00497,LOC-014,OUT,67.0,365.04,OP-028,2026-06-12T23:43:13,DOC-7310
TXN-200229,SKU-00086,LOC-017,OUT,150.0,736.34,OP-003,2026-06-07T23:43:13,DOC-7414
TXN-200230,SKU-00014,LOC-018,OUT,41.0,64.41,OP-049,2026-06-12T14:43:13,
TXN-200231,SKU-00359,LOC-006,OUT,20.0,549.68,OP-019,2026-06-13T23:43:13,DOC-1170
TXN-200232,SKU-00290,LOC-014,IN,72.0,438.91,OP-024,2026-05-26T00:43:13,DOC-9264
TXN-200233,SKU-00389,LOC-009,ADJUST,128.0,194.59,OP-025,2026-06-05T22:43:13,
TXN-200234,SKU-00014,LOC-020,OUT,9.0,503.71,OP-040,2026-05-21T12:43:13,DOC-9659
TXN-200235,SKU-00353,LOC-004,IN,1.0,169.84,OP-008,2026-06-09T05:43:13,DOC-7891
TXN-200236,SKU-00112,LOC-002,ADJUST,33.0,430.53,OP-019,2026-06-13T10:43:13,DOC-9922
TXN-200237,SKU-00198,LOC-016,ADJUST,124.0,360.58,OP-034,2026-05-25T18:43:13,DOC-8957
TXN-200238,SKU-00011,LOC-015,OUT,85.0,363.76,OP-022,2026-06-15T16:43:13,
TXN-200239,SKU-00087,LOC-008,OUT,7.0,105.32,OP-032,2026-05-28T15:43:13,DOC-6727
TXN-200240,SKU-00196,LOC-016,IN,161.0,638.16,OP-038,2026-06-08T23:43:13,DOC-1181
TXN-200241,SKU-00188,LOC-002,OUT,71.0,177.73,OP-050,2026-05-20T22:43:13,
TXN-200242,SKU-00112,LOC-016,IN,160.0,556.05,OP-003,2026-06-02T15:43:13,DOC-4923
TXN-200243,SKU-00107,LOC-013,ADJUST,163.0,44.85,OP-040,2026-05-29T18:43:13,
TXN-200244,SKU-00064,LOC-020,IN,106.0,366.20,OP-038,2026-05-18T04:43:13,
TXN-200245,SKU-00423,LOC-005,OUT,173.0,10.15,OP-033,2026-05-23T18:43:13,DOC-8270
TXN-200246,SKU-00353,LOC-018,OUT,200.0,169.12,OP-016,2026-05-28T16:43:13,
TXN-200247,SKU-00149,LOC-013,OUT,19.0,391.46,OP-013,2026-06-02T11:43:13,DOC-4488
TXN-200248,SKU-00156,LOC-002,WRITE_OFF,54.0,220.44,OP-031,2026-06-10T08:43:13,
TXN-200249,SKU-00438,LOC-011,IN,79.0,126.43,OP-016,2026-05-22T09:43:13,DOC-3450
